configurationID,format,j,jp2,jbig2,ccitt,size,time
0,tiff,1,1,1,1,4443988,2.956
1,tiff,1,1,0,1,4442481,2.919
10,png,1,0,1,1,3782528,10.584
11,png,1,0,0,1,3782492,10.528
12,png,0,1,0,0,6605300,13.844
13,png,0,0,0,0,6605285,13.816
14,png,0,0,0,1,6605233,13.772
15,png,0,1,1,0,6605193,13.954
2,tiff,1,0,1,1,4444468,2.877
3,tiff,1,0,0,1,4442470,2.896
4,tiff,0,1,0,0,7423213,3.118
5,tiff,0,0,0,0,7420671,3.21
6,tiff,0,0,0,1,7420625,3.066
7,tiff,0,1,1,0,7423317,3.1
8,png,1,1,1,1,3782528,10.547
9,png,1,1,0,1,3782542,10.512
